#  m  [GeV] ,  tau  [ps] ,  c ,  BR_theo(K+->pi+  a) ,  BR_Na62(K+->pi+  a) ,  Allowed/excluded  (1/0) 

0.02,0.47607483433728764,73.59044528456265,0.10390331432404364,1.6e-10,0
0.02,0.34592646850543374,86.3310742921725,0.1429950018685767,1.6e-10,0
0.02,0.257820877115038,100.0,0.19186094942726037,1.6e-10,0
0.02,0.2513577973349178,101.277473721226,0.19679420718024368,1.6e-10,0
0.02,0.18264211641530384,118.8115260634908,0.2708343589729777,1.6e-10,0
0.02,0.1327117879979528,139.3812286865628,0.37273073504707177,1.6e-10,0
0.02,0.09643131074907198,163.51214022614604,0.5129637190846955,1.6e-10,0
0.02,0.07673655281596777,183.29807108324374,0.6446180200068753,1.6e-10,0
0.02,0.07006911622321493,191.8208086790412,0.7059567431415621,1.6e-10,0
0.02,0.050913764546498694,225.0305242864022,0.9715597858505246,1.6e-10,0
0.02,0.03699506374502205,263.9897996955213,1.337091009077739,1.6e-10,0
0.02,0.026881428904571673,309.6940495707347,1.8401465221760525,1.6e-10,0
0.02,0.019532638871015688,363.3110235703847,2.5324672674930615,1.6e-10,0
0.02,0.014192846024127062,426.21064250578297,3.4852607492009606,1.6e-10,0
0.02,0.010312834821413314,499.99999999999994,4.79652496303321,1.6e-10,0
0.02,0.005334669803751561,695.192796177562,9.272508380131402,1.6e-10,0
0.02,0.0003708624005022789,2636.6508987303664,133.3803909545171,1.6e-10,0
0.02,2.578208689726069e-05,10000.0,1918.6101018213149,1.6e-10,0
0.03,1.7163440072153168e+17,1e-07,1.9006517996014128e-19,1.59e-08,1
0.03,1.1931899895777604e+16,3.792690190732254e-07,2.7339923688296825e-18,1.59e-08,1
0.03,829497085217137.0,1.438449888287663e-06,3.932711017970907e-17,1.59e-08,1
0.03,57666039800903.766,5.455594781168514e-06,5.657007733320628e-16,1.59e-08,1
0.03,4008901537142.7646,2.06913808111479e-05,8.137322321999451e-15,1.59e-08,1
0.03,278695938066.27527,7.847599703514623e-05,1.1705134356189238e-13,1.59e-08,1
0.03,19374720214.95687,0.00029763514416313193,1.683743311881907e-12,1.59e-08,1
0.03,1346868635.3104029,0.0011288378916846883,2.4228504522958688e-11,1.59e-08,1
0.03,93613016.24037014,0.004281332398719396,3.4927654499843407e-10,1.59e-08,1
0.03,6506247.620049792,0.01623776739188724,5.0370710838125215e-09,1.59e-08,1
0.03,452257.27755721234,0.06158482110660267,7.253997671953585e-08,1.59e-08,0
0.03,171524.01583662452,0.1,1.912979240890039e-07,1.59e-08,0
0.03,82895.59388654421,0.14384498882876628,3.9585852794583447e-07,1.59e-08,0
0.03,42880.349875590844,0.20000000000000004,7.65308780325979e-07,1.59e-08,0
0.03,40062.60079032305,0.20691380811147897,8.191395708475025e-07,1.59e-08,0
0.03,31439.471577450116,0.23357214690901212,1.0438269910489264e-06,1.59e-08,0
0.03,31157.736273455197,0.23462576957740608,1.0532660795476344e-06,1.59e-08,0
0.03,22639.8537519542,0.2752462587489502,1.449566228831361e-06,1.59e-08,0
0.03,19361.88670158628,0.29763514416313175,1.6949908297607747e-06,1.59e-08,0
0.03,16450.589307073442,0.3228993264113713,1.9949719443266352e-06,1.59e-08,0
0.03,11953.343750136655,0.3788025147764701,2.7455822805839256e-06,1.59e-08,0
0.03,9357.434722308364,0.42813323987193935,3.507283035661519e-06,1.59e-08,0
0.03,8685.55246981814,0.4443841577364301,3.778602663355349e-06,1.59e-08,0
0.03,6311.107314175327,0.5213198749845864,5.200285793162241e-06,1.59e-08,0
0.03,4585.785619677287,0.6115753843212784,7.156860169777994e-06,1.59e-08,0
0.03,4522.372774332245,0.6158482110660264,7.2572162236592955e-06,1.59e-08,0
0.03,3332.1303933308645,0.7174567260048892,9.849570274945139e-06,1.59e-08,0
0.03,2421.197831543916,0.8416691823869162,1.3555375348898894e-05,1.59e-08,0
0.03,2185.627791272839,0.8858667904100825,1.5016418244984485e-05,1.59e-08,0
0.03,2185.6277912728365,0.8858667904100832,1.501641824495343e-05,1.59e-08,0
0.03,1759.2947475041983,0.9873863982355817,1.8655435701394932e-05,1.59e-08,0
0.03,1278.341744989793,1.1583314677814325,2.5674316473047528e-05,1.59e-08,0
0.03,1056.2975117218268,1.2742749857031335,3.10713828600871e-05,1.59e-08,0
0.03,928.8709200527973,1.358872060269724,3.533394108895364e-05,1.59e-08,0
0.03,674.9378566296587,1.5941320144900963,4.8627843701340265e-05,1.59e-08,0
0.03,510.5008306249607,1.8329807108324356,6.429147147373364e-05,1.59e-08,0
0.03,490.4245827794016,1.8701222535385973,6.692335773886972e-05,1.59e-08,0
0.03,356.353224885458,2.193894364701632,9.210225100213523e-05,1.59e-08,0
0.03,258.934054360541,2.5737207684482724,0.00012675427210362107,1.59e-08,0
0.03,246.7213596269717,2.636650898730358,0.00013302863756134653,1.59e-08,0
0.03,188.14715832030268,3.019306079872643,0.00017444351515385277,1.59e-08,0
0.03,151.94286847908742,3.359818286283788,0.0002160093702241068,1.59e-08,0
0.03,136.71185206986036,3.5420350628993003,0.0002400749992049951,1.59e-08,0
0.03,119.23866806608729,3.79269019073225,0.00027525563574276596,1.59e-08,0
0.03,99.3378326398871,4.155263512514519,0.00033039916639815263,1.24e-10,0
0.03,72.18105114620758,4.874659497103173,0.0004547061881027045,1.24e-10,0
0.03,57.62720169948448,5.455594781168517,0.0005695433801187658,1.24e-10,0
0.03,52.44833809026447,5.718603679678214,0.0006257814908413873,1.24e-10,0
0.03,38.11011565866448,6.708658946263436,0.0008612207809681286,1.24e-10,0
0.03,27.850819607733854,7.847599703514611,0.0011784660007539238,1.24e-10,0
0.03,27.691648315470353,7.870121340497041,0.0011852398228981956,1.24e-10,0
0.03,20.121360985187334,9.232666380908421,0.0016311651125583914,1.24e-10,0
0.03,14.620623765422701,10.831107274360415,0.0022448616202620274,1.24e-10,0
0.03,13.460105158842032,11.288378916846883,0.0024384119069603273,1.24e-10,0
0.03,10.6236671094882,12.706284398111263,0.003089450157713159,1.24e-10,0
0.03,10.562951384940687,12.742749857031322,0.0031072083022658423,1.24e-10,0
0.03,7.719390457419944,14.906108776881215,0.004251799566427888,1.24e-10,0
0.03,6.505174363702637,16.23776739188721,0.0050454152898784495,1.24e-10,0
0.03,5.6090791198055125,17.486786215901404,0.005851461470439995,1.24e-10,0
0.03,4.075680442942755,20.51425336670721,0.008052966562947962,1.24e-10,0
0.03,3.1439052007934496,23.357214690901213,0.01043966717777126,1.24e-10,0
0.03,2.961479199014383,24.065862417347876,0.011082747140973079,1.24e-10,0
0.03,2.151876036077,28.232357451071085,0.015252426427172295,1.24e-10,0
0.03,1.5636005444654015,33.12019296970983,0.020990870063668506,1.24e-10,0
0.03,1.5194273879879108,33.59818286283781,0.021601121926461277,1.24e-10,0
0.03,1.1361466123868995,38.85425382035179,0.028888296381214654,1.24e-10,0
0.03,0.825549167345607,45.58104601977953,0.03975698233260708,1.24e-10,0
0.03,0.7343286356286227,48.32930238571752,0.04469571694096214,1.24e-10,0
0.03,0.7343286356286227,48.32930238571752,0.04469571694096214,1.24e-10,0
0.03,0.599862219798619,53.47244000266971,0.054714808896487895,1.24e-10,0
0.03,0.4358731103162925,62.730061934040236,0.07530023888127571,1.24e-10,0
0.03,0.35489589968012547,69.51927961775606,0.0924816286404175,1.24e-10,0
0.03,0.316715009335515,73.59044528456265,0.10363055297261706,1.24e-10,0
0.03,0.23013210697181732,86.3310742921725,0.1426196191369414,1.24e-10,0
0.03,0.1715187101126916,100.0,0.19135728645758301,1.24e-10,0
0.03,0.16721906176907786,101.277473721226,0.19627759368959025,1.24e-10,0
0.03,0.12150505641896538,118.8115260634908,0.27012337928723024,1.24e-10,0
0.03,0.08828825248336859,139.3812286865628,0.37175226251545845,1.24e-10,0
